NAME,QUANTITY_TYPE,CATALOG_NAME,CATALOG_SYMBOL,RP66_SYMBOL,BASE_UNIT,A,B,C,D
foot pounds force/pound mass,specific energy,POSC,ft.lbf/lbm,ft.lbf/lbm,J/kg,0,1.355.818,0.4535924,0
foot pounds force/minute,heat flow rate,POSC,ft.lbf/min,ft.lbf/min,W,0,0.02259697,1,0
foot pounds force/second,heat flow rate,POSC,ft.lbf/s,ft.lbf/s,W,0,1.355.818,1,0
foot-pound mass,mass length,POSC,ft.lbm,ft.lbm,kg.m,0,0.1382549,1,0
feet per 100 feet,linear strain,POSC,ft/100ft,ft.lbm,Euc,0,0.01,1,0
feet per 100 feet,relative elongation,POSC,ft/100ft,ft.lbm,Euc,0,0.01,1,0
feet per 100 feet,scale,POSC,ft/100ft,ft.lbm,Euc,0,0.01,1,0
feet per 100 feet,linear concentration,POSC,ft/100ft,ft.lbm,Euc,0,0.01,1,0
feet per 100 feet,length per length,POSC,ft/100ft,ft.lbm,Euc,0,0.01,1,0
feet/barrel,length per volume,POSC,ft/bbl,ft/bbl,1/m2,0,1.917.134,1,0
feet/day,velocity,POSC,ft/d,ft/d,m/s,0,0.3048,86400,0
feet/degree Fahrenheit,length per temperature,POSC,ft/degF,ft/degF,m/K,0,0.54864,1,0
feet per feet,linear strain,POSC,ft/ft,ft/ft,Euc,0,1,1,0
feet per feet,relative elongation,POSC,ft/ft,ft/ft,Euc,0,1,1,0
feet per feet,scale,POSC,ft/ft,ft/ft,Euc,0,1,1,0
feet per feet,linear concentration,POSC,ft/ft,ft/ft,Euc,0,1,1,0
feet per feet,length per length,POSC,ft/ft,ft/ft,Euc,0,1,1,0
feet/cubic foot,length per volume,POSC,ft/ft3,ft/ft3,1/m2,0,1.076.391,1,0
feet/US gallon,length per volume,POSC,ft/galUS,ft/galUS,1/m2,0,8.051.964,1,0
feet/hour,velocity,POSC,ft/h,ft/h,m/s,0,0.3048,3600,0
feet/inch,scale,POSC,ft/in,ft/in,Euc,0,12,1,0
feet/inch,length per length,POSC,ft/in,ft/in,Euc,0,12,1,0
feet/metre,linear strain,POSC,ft/m,ft/m,Euc,0,0.3048,1,0
feet/metre,relative elongation,POSC,ft/m,ft/m,Euc,0,0.3048,1,0
feet/metre,scale,POSC,ft/m,ft/m,Euc,0,0.3048,1,0
feet/metre,linear concentration,POSC,ft/m,ft/m,Euc,0,0.3048,1,0
feet/metre,length per length,POSC,ft/m,ft/m,Euc,0,0.3048,1,0
feet/mile,linear strain,POSC,ft/mi,ft/mi,Euc,0,1,5280,0
feet/mile,relative elongation,POSC,ft/mi,ft/mi,Euc,0,1,5280,0
feet/mile,scale,POSC,ft/mi,ft/mi,Euc,0,1,5280,0
feet/mile,linear concentration,POSC,ft/mi,ft/mi,Euc,0,1,5280,0
feet/mile,length per length,POSC,ft/mi,ft/mi,Euc,0,1,5280,0
feet/minute,velocity,POSC,ft/min,ft/min,m/s,0,0.3048,60,0
foot per millisecond,velocity,POSC,ft/ms,ft/ms,m/s,0,304.8,1,0
feet/second,velocity,POSC,ft/s,ft/s,m/s,0,0.3048,1,0
feet/second squared,acceleration linear,POSC,ft/s2,ft/s2,m/s2,0,0.3048,1,0
foot per microsecond,velocity,POSC,ft/us,ft/us,m/s,0,304800,1,0
square foot,area,POSC,ft2,ft2,m2,0,0.09290304,1,0
square feet/hour,kinematic viscosity,POSC,ft2/h,ft2/h,m2/s,0,0.09290304,3600,0
square feet/hour,thermal diffusivity,POSC,ft2/h,ft2/h,m2/s,0,0.09290304,3600,0
square feet/hour,area per time,POSC,ft2/h,ft2/h,m2/s,0,0.09290304,3600,0
square feet/cubic inch,area per volume,POSC,ft2/in3,ft2/in3,1/m,0,5.669.291,1,0
square feet/second,kinematic viscosity,POSC,ft2/s,ft2/s,m2/s,0,0.09290304,1,0
square feet/second,thermal diffusivity,POSC,ft2/s,ft2/s,m2/s,0,0.09290304,1,0
square feet/second,area per time,POSC,ft2/s,ft2/s,m2/s,0,0.09290304,1,0
cubic feet,volume,POSC,ft3,ft3,m3,0,0.02831685,1,0
cubic feet at standard conditions,standard volume,POSC,ft3(std.60F),ft3,scm(15C),0,0.0011953,1,0
cubic feet at standard conditions,standard volume,POSC,(Deprecated),ft3,scm(15C),0,0.0011953,1,0
cubic feet/barrel,volume per volume,POSC,ft3/bbl,ft3/bbl,Euc,0,0.02831685,0.1589873,0
cubic feet/day,volume flow rate,POSC,ft3/d,ft3/d,m3/s,0,0.02831685,86400,0
cubic feet/day foot psi,unit productivity index,POSC,ft3/d.ft.psi,ft3/d.ft.psi,m2/Pa.s,0,0.09290304,5957067005,0
cubic feet/day/day,volume per time per time,POSC,ft3/d2,ft3/d2,m3/s2,0,0.02831685,7464960000,0
cubic feet/foot,volume per length,POSC,ft3/ft,ft3/ft,m2,0,0.09290304,1,0
cubic feet/cubic foot,volume per volume,POSC,ft3/ft3,ft3/ft3,Euc,0,1,1,0
cubic feet/hour,volume flow rate,POSC,ft3/h,ft3/h,m3/s,0,0.02831685,3600,0
cubic feet/hour/hour,volume per time per time,POSC,ft3/h2,ft3/h2,m3/s2,0,0.02831685,12960000,0
cubic feet per kilogram,specific volume,POSC,ft3/kg,ft3/kg,m3/kg,0,0.02831685,1,0
cubic feet per kilogram,massic volume,POSC,ft3/kg,ft3/kg,m3/kg,0,0.02831685,1,0
cubic feet/pound mass,specific volume,POSC,ft3/lbm,ft3/lbm,m3/kg,0,0.06242796,1,0
cubic feet/pound mass,massic volume,POSC,ft3/lbm,ft3/lbm,m3/kg,0,0.06242796,1,0
cubic feet/minute,volume flow rate,POSC,ft3/min,ft3/min,m3/s,0,0.02831685,60,0
cubic feet/min square foot,volume per time per area,POSC,ft3/min.ft2,ft3/min.ft2,m/s,0,0.3048,60,0
cubic feet/minute/minute,volume per time per time,POSC,ft3/min2,ft3/min2,m3/s2,0,0.02831685,3600,0
cubic feet/mole (pound mass),molar volume,POSC,ft3/lbmole,ft3/min2,m3/mol,0,0.00006242796,1,0
cubic feet/mole (pound mass),molar volume,POSC,ft3/mol(lbm),ft3/min2,m3/mol,0,0.06242796,1,0
cubic feet/mole (pound mass),molar volume,POSC,(Deprecated),ft3/min2,m3/mol,0,0.06242796,1,0
cubic feet/second,volume flow rate,POSC,ft3/s,ft3/s,m3/s,0,0.02831685,1,0
cubic feet/second square foot,volume per time per area,POSC,ft3/s.ft2,ft3/s.ft2,m/s,0,0.3048,1,0
cubic feet/second/second,volume per time per time,POSC,ft3/s2,ft3/s2,m3/s2,0,0.02831685,1,0
cubic feet per 94 pound sack,specific volume,POSC,ft3/sack94,ft3/s2,m3/kg,0,0.02831685,4.263.769,0
cubic feet per 94 pound sack,massic volume,POSC,ft3/sack94,ft3/s2,m3/kg,0,0.02831685,4.263.769,0
cubic feet/std cubic foot. 60 deg F,volume per standard volume,POSC,ft3/scf(60F),ft3/s2,m3/scm(15C),0,1,1,0
British Foot (Benoit 1895 A),length,POSC,ftBnA,ft3/s2,m,0,0.9143992,3,0
British Foot (Benoit 1895 A),depth,POSC,ftBnA,ft3/s2,m,0,0.9143992,3,0
British Foot (Benoit 1895 A),Cartesian coordinates,POSC,ftBnA,ft3/s2,m,0,0.9143992,3,0
British Foot (Benoit 1895 A),distance,POSC,ftBnA,ft3/s2,m,0,0.9143992,3,0
British Foot (Benoit 1895 B),length,POSC,ftBnB,ft3/s2,m,0,12,39.370.113,0
British Foot (Benoit 1895 B),depth,POSC,ftBnB,ft3/s2,m,0,12,39.370.113,0
British Foot (Benoit 1895 B),Cartesian coordinates,POSC,ftBnB,ft3/s2,m,0,12,39.370.113,0
British Foot (Benoit 1895 B),distance,POSC,ftBnB,ft3/s2,m,0,12,39.370.113,0
British Foot 1865,length,POSC,ftBr(65),ft3/s2,m,0,0.9144025,3,0
British Foot 1865,depth,POSC,ftBr(65),ft3/s2,m,0,0.9144025,3,0
British Foot 1865,Cartesian coordinates,POSC,ftBr(65),ft3/s2,m,0,0.9144025,3,0
British Foot 1865,distance,POSC,ftBr(65),ft3/s2,m,0,0.9144025,3,0
Imperial Foot,length,POSC,ftCla,ftCla,m,0,0.304797265,1,0
Imperial Foot,depth,POSC,ftCla,ftCla,m,0,0.304797265,1,0
Imperial Foot,Cartesian coordinates,POSC,ftCla,ftCla,m,0,0.304797265,1,0
Imperial Foot,distance,POSC,ftCla,ftCla,m,0,0.304797265,1,0
Gold Coast Foot,length,POSC,ftGC,ftCla,m,0,6378300,20926201,0
Gold Coast Foot,depth,POSC,ftGC,ftCla,m,0,6378300,20926201,0
Gold Coast Foot,Cartesian coordinates,POSC,ftGC,ftCla,m,0,6378300,20926201,0
Gold Coast Foot,distance,POSC,ftGC,ftCla,m,0,6378300,20926201,0
Indian Foot,length,POSC,ftInd,ftCla,m,0,12,39.370.142,0
Indian Foot,depth,POSC,ftInd,ftCla,m,0,12,39.370.142,0
Indian Foot,Cartesian coordinates,POSC,ftInd,ftCla,m,0,12,39.370.142,0
Indian Foot,distance,POSC,ftInd,ftCla,m,0,12,39.370.142,0
Indian Foot. 1937,length,POSC,ftInd(37),ftCla,m,0,0.30479841,1,0
Indian Foot. 1937,depth,POSC,ftInd(37),ftCla,m,0,0.30479841,1,0
Indian Foot. 1937,Cartesian coordinates,POSC,ftInd(37),ftCla,m,0,0.30479841,1,0
Indian Foot. 1937,distance,POSC,ftInd(37),ftCla,m,0,0.30479841,1,0
Indian Foot. 1962,length,POSC,ftInd(62),ftCla,m,0,0.3047996,1,0
Indian Foot. 1962,depth,POSC,ftInd(62),ftCla,m,0,0.3047996,1,0
Indian Foot. 1962,Cartesian coordinates,POSC,ftInd(62),ftCla,m,0,0.3047996,1,0
Indian Foot. 1962,distance,POSC,ftInd(62),ftCla,m,0,0.3047996,1,0
Indian Foot. 1975,length,POSC,ftInd(75),ftCla,m,0,0.3047995,1,0
Indian Foot. 1975,depth,POSC,ftInd(75),ftCla,m,0,0.3047995,1,0
Indian Foot. 1975,Cartesian coordinates,POSC,ftInd(75),ftCla,m,0,0.3047995,1,0
Indian Foot. 1975,distance,POSC,ftInd(75),ftCla,m,0,0.3047995,1,0
Modified American Foot,length,POSC,ftMA,ftAM,m,0,0.304812253,1,0
Modified American Foot,depth,POSC,ftMA,ftAM,m,0,0.304812253,1,0
Modified American Foot,Cartesian coordinates,POSC,ftMA,ftAM,m,0,0.304812253,1,0
Modified American Foot,distance,POSC,ftMA,ftAM,m,0,0.304812253,1,0
Sears Foot,length,POSC,ftSe,ftAM,m,0,12,39.370.147,0
Sears Foot,depth,POSC,ftSe,ftAM,m,0,12,39.370.147,0
Sears Foot,Cartesian coordinates,POSC,ftSe,ftAM,m,0,12,39.370.147,0
Sears Foot,distance,POSC,ftSe,ftAM,m,0,12,39.370.147,0
US Survey Foot,length,POSC,ftUS,ftUS,m,0,12,39.37,0
US Survey Foot,depth,POSC,ftUS,ftUS,m,0,12,39.37,0
US Survey Foot,Cartesian coordinates,POSC,ftUS,ftUS,m,0,12,39.37,0
US Survey Foot,distance,POSC,ftUS,ftUS,m,0,12,39.37,0
gram,mass,POSC,g,g,kg,0,0.001,1,0
gram feet/cubic centimetre second,mass per time per area,POSC,g.ft/cm3.s,g.ft/cm3.s,kg/m2.s,0,0.0003048,0.000001,0
grams/cubic centimetre,density,POSC,g/cm3,g/cm3,kg/m3,0,1000,1,0
grams/cubic centimetre,mass density,POSC,g/cm3,g/cm3,kg/m3,0,1000,1,0
grams/cubic centimetre,volumic mass,POSC,g/cm3,g/cm3,kg/m3,0,1000,1,0
grams/centimetre fourth,mass per volume per length,POSC,g/cm4,g/cm4,kg/m4,0,100000,1,0
grams/cubic decimetre,density,POSC,g/dm3,g/dm3,kg/m3,0,1,1,0
grams/cubic decimetre,mass density,POSC,g/dm3,g/dm3,kg/m3,0,1,1,0
grams/cubic decimetre,volumic mass,POSC,g/dm3,g/dm3,kg/m3,0,1,1,0
grams/UK gallon,density,POSC,g/galUK,g/galUK,kg/m3,0,0.2199692,1,0
grams/UK gallon,mass density,POSC,g/galUK,g/galUK,kg/m3,0,0.2199692,1,0
grams/UK gallon,volumic mass,POSC,g/galUK,g/galUK,kg/m3,0,0.2199692,1,0
grams/US gallon,density,POSC,g/galUS,g/galUS,kg/m3,0,0.264172,1,0
grams/US gallon,mass density,POSC,g/galUS,g/galUS,kg/m3,0,0.264172,1,0
grams/US gallon,volumic mass,POSC,g/galUS,g/galUS,kg/m3,0,0.264172,1,0
grams/kilogram,mass concentration,POSC,g/kg,g/kg,Euc,0,0.001,1,0
grams/litre,density,POSC,g/L,g/L,kg/m3,0,1,1,0
grams/litre,mass density,POSC,g/L,g/L,kg/m3,0,1,1,0
grams/litre,volumic mass,POSC,g/L,g/L,kg/m3,0,1,1,0
grams/cubic metre,density,POSC,g/m3,g/m3,kg/m3,0,0.001,1,0
grams/cubic metre,mass density,POSC,g/m3,g/m3,kg/m3,0,0.001,1,0
grams/cubic metre,volumic mass,POSC,g/m3,g/m3,kg/m3,0,0.001,1,0
grams/second,mass flow rate,POSC,g/s,g/s,kg/s,0,0.001,1,0
gigayears,time,POSC,Ga,g/s,s,0,3.16E+22,1,0
galileo,acceleration linear,POSC,Gal,g/s,m/s2,0,0.01,1,0
US gallons/94 lb sack,specific volume,POSC,gal/sack,g/s,m3/kg,0,0.003785412,4.263.769,0
US gallons/94 lb sack,massic volume,POSC,(Deprecated),g/s,m3/kg,0,0.003785412,4.263.769,0
UK gallon,volume,POSC,galUK,galUK,m3,0,0.004546092,1,0
UK gallons per day,volume flow rate,POSC,galUK/d,galUK/d,m3/s,0,0.004549092,86400,0
UK gallons/cubic foot,volume per volume,POSC,galUK/ft3,galUK/ft3,Euc,0,0.1605437,1,0
UK gallons/hour,volume flow rate,POSC,galUK/hr,galUK/h,m3/s,0,0.004549092,3600,0
UK gallons/hour foot,volume per time per length,POSC,galUK/hr.ft,galUK/h.ft,m2/s,0,0.000004143055,1,0
UK gallons/hour square foot,volume per time per area,POSC,galUK/hr.ft2,galUK/h.ft2,m/s,0,0.0000135927,1,0
UK gallons/hour inch,volume per time per length,POSC,galUK/hr.in,galUK/h.in,m2/s,0,0.00004971667,1,0
UK gallons/hour square inch,volume per time per area,POSC,galUK/hr.in2,galUK/h.in2,m/s,0,0.001957349,1,0
UK gallons/hour/hour,volume per time per time,POSC,galUK/hr2,galUK/h2,m3/s2,0,0.004546092,12960000,0
UK gallons per thousand UK gallons,volume per volume,POSC,galUK/kgalUK,galUK/h2,Euc,0,0.001,1,0
UK gallons/pound mass,specific volume,POSC,galUK/lbm,galUK/lbm,m3/kg,0,0.01002242,1,0
UK gallons/pound mass,massic volume,POSC,galUK/lbm,galUK/lbm,m3/kg,0,0.01002242,1,0
UK gallons/1000 barrels,volume per volume,POSC,galUK/Mbbl,galUK/lbm,Euc,0,0.00002859406,1,0
UK gallons/mile,volume per length,POSC,galUK/mi,galUK/mi,m2,0,0.004546092,1.609.344,0
UK gallons/minute,volume flow rate,POSC,galUK/min,galUK/min,m3/s,0,0.004549092,60,0
UK gallons/minute foot,volume per time per length,POSC,galUK/min.ft,galUK/min.ft,m2/s,0,0.0002485333,1,0
UK gallons/minute square foot,volume per time per area,POSC,galUK/min.ft2,galUK/min.ft2,m/s,0,0.0008155621,1,0
UK gallons/minute/minute,volume per time per time,POSC,galUK/min2,galUK/min2,m3/s2,0,0.004546092,3600,0
US gallons,volume,POSC,galUS,galUS,m3,0,0.003785412,1,0
US gallons per ten barrels,volume per volume,POSC,galUS/10bbl,galUS,Euc,0,0.002380952381,1,0
US gallons/barrels,volume per volume,POSC,galUS/bbl,galUS/bbl,Euc,0,0.02380952381,1,0
US gallons per day,volume flow rate,POSC,galUS/d,galUS/d,m3/s,0,0.003785412,86400,0
US gallons/foot,volume per length,POSC,galUS/ft,galUS/ft,m2,0,0.003785412,0.3048,0
US gallons/cubic foot,volume per volume,POSC,galUS/ft3,galUS/ft3,Euc,0,0.1336806,1,0
US gallons/hour,volume flow rate,POSC,galUS/hr,galUS/h,m3/s,0,0.003785412,3600,0
US gallons/foot hour,volume per time per length,POSC,galUS/hr.ft,galUS/h.ft,m2/s,0,0.000003449814,1,0
US gallons/hour square foot,volume per time per area,POSC,galUS/hr.ft2,galUS/h.ft2,m/s,0,0.00001131829,1,0
US gallons/hour inch,volume per time per length,POSC,galUS/hr.in,galUS/h.in,m2/s,0,0.00004139776,1,0
US gallons/hour square inch,volume per time per area,POSC,galUS/hr.in2,galUS/h.in2,m/s,0,0.001629833,1,0
US gallons/hour/hour,volume per time per time,POSC,galUS/hr2,galUS/h2,m3/s2,0,0.003785412,12960000,0
US gallons per thousand US gallons,volume per volume,POSC,galUS/kgalUS,galUS/h2,Euc,0,0.001,1,0
US gallons/pound mass,specific volume,POSC,galUS/lbm,galUS/lbm,m3/kg,0,0.008345404,1,0
US gallons/pound mass,massic volume,POSC,galUS/lbm,galUS/lbm,m3/kg,0,0.008345404,1,0
US gallons/1000 barrels,volume per volume,POSC,galUS/Mbbl,galUS/lbm,Euc,0,0.00002380952,1,0
US gallons/mile,volume per length,POSC,galUS/mi,galUS/mi,m2,0,0.003785412,1.609.344,0
US gallons/minute,volume flow rate,POSC,galUS/min,galUS/min,m3/s,0,0.003785412,60,0
US gallons/minute foot,volume per time per length,POSC,galUS/min.ft,galUS/min.ft,m2/s,0,0.0002069888,1,0
US gallons/minute square foot,volume per time per area,POSC,galUS/min.ft2,galUS/min.ft2,m/s,0,0.0006790972,1,0
US gallons/minute/minute,volume per time per time,POSC,galUS/min2,galUS/min2,m3/s2,0,0.003785412,3600,0
US gals/1000 std cubic feet. 60 deg F,volume per standard volume,POSC,galUS/Mscf(60F),galUS/min2,m3/scm(15C),0,0.003785412,28.262.357,0
US gallons/94 lb sack,specific volume,POSC,galUS/sack94,galUS/min2,m3/kg,0,0.003785412,4.263.769,0
US gallons/94 lb sack,massic volume,POSC,galUS/sack94,galUS/min2,m3/kg,0,0.003785412,4.263.769,0
US gallons/UK ton,specific volume,POSC,galUS/tonUK,galUS/tonUK,m3/kg,0,0.000003725627,1,0
US gallons/UK ton,massic volume,POSC,galUS/tonUK,galUS/tonUK,m3/kg,0,0.000003725627,1,0
US gallons/US ton,specific volume,POSC,galUS/tonUS,galUS/tonUS,m3/kg,0,0.000004172702,1,0
US gallons/US ton,massic volume,POSC,galUS/tonUS,galUS/tonUS,m3/kg,0,0.000004172702,1,0
gamma,linear electric current density,POSC,gamma,galUS/tonUS,A/m,0,0.0007957747,1,0
gamma,magnetic field strength,POSC,gamma,galUS/tonUS,A/m,0,0.0007957747,1,0
gamma,magnetization,POSC,gamma,galUS/tonUS,A/m,0,0.0007957747,1,0
gauss,magnetic induction,POSC,gauss,galUS/tonUS,T,0,0.0001,1,0
gauss,magnetic flux density,POSC,gauss,galUS/tonUS,T,0,0.0001,1,0
gigabecquerel,activity (of radioactivity),POSC,GBq,GBq,Bq,0,1000000000,1,0
billions of electron volts,energy,POSC,GeV,GeV,J,0,0.000000000160219,1,0
billions of electron volts,work,POSC,GeV,GeV,J,0,0.000000000160219,1,0
gram force,force,POSC,gf,gf,N,0,0.00980665,1,0
gigahertz,frequency,POSC,GHz,GHz,rad/s,0,6283185307,1,0
gigajoule,energy,POSC,GJ,GJ,J,0,1000000000,1,0
gigajoule,work,POSC,GJ,GJ,J,0,1000000000,1,0
gravity,acceleration linear,POSC,gn,gn,m/s2,0,980.665,1,0
gigaohm,resistance,POSC,Gohm,Gohm,ohm,0,1000000000,1,0
gigaohm,impedance,POSC,Gohm,Gohm,ohm,0,1000000000,1,0
gons,plane angle,POSC,gon,Gohm,rad,0,0.015707963268,1,0
gigapascal,force per area,POSC,GPa,GPa,Pa,0,1000000000,1,0
gigapascal,pressure,POSC,GPa,GPa,Pa,0,1000000000,1,0
gigapascal per centimeter,force per volume,POSC,GPa/cm,GPa/cm,Pa/m,0,1E+11,1,0
gigapascal per centimeter,pressure per length,POSC,GPa/cm,GPa/cm,Pa/m,0,1E+11,1,0
gigapascal squared,pressure squared,POSC,GPa2,GPa2,Pa2,0,1.00E+18,1,0
grad,plane angle,POSC,gr,GPa2,rad,0,0.015707963268,1,0
gigaradian,plane angle,POSC,Grad,Grad,rad,0,1000000000,1,0
gigaradian,plane angle,POSC,(Deprecated),Grad,rad,0,1000000000,1,0
grain,mass,POSC,grain,Grad,kg,0,0.00006479891,1,0
grains/100 cubic feet,density,POSC,grain/100ft3,Grad,kg/m3,0,0.00002288352,1,0
grains/100 cubic feet,mass density,POSC,grain/100ft3,Grad,kg/m3,0,0.00002288352,1,0
grains/100 cubic feet,volumic mass,POSC,grain/100ft3,Grad,kg/m3,0,0.00002288352,1,0
grains/cubic foot,density,POSC,grain/ft3,Grad,kg/m3,0,0.002288352,1,0
grains/cubic foot,mass density,POSC,grain/ft3,Grad,kg/m3,0,0.002288352,1,0
grains/cubic foot,volumic mass,POSC,grain/ft3,Grad,kg/m3,0,0.002288352,1,0
grains/100 cubic feet,density,POSC,grain/ft3(100),Grad,kg/m3,0,0.00002288352,1,0
grains/100 cubic feet,mass density,POSC,(Deprecated),Grad,kg/m3,0,0.00002288352,1,0
grains/100 cubic feet,volumic mass,POSC,(Deprecated),Grad,kg/m3,0,0.00002288352,1,0
grains/US gallon,density,POSC,grain/galUS,Grad,kg/m3,0,0.01711806,1,0
grains/US gallon,mass density,POSC,grain/galUS,Grad,kg/m3,0,0.01711806,1,0
grains/US gallon,volumic mass,POSC,grain/galUS,Grad,kg/m3,0,0.01711806,1,0
gigasiemens,electric conductance,POSC,GS,GS,S,0,1000000000,1,0
gigasiemens,admittance,POSC,GS,GS,S,0,1000000000,1,0
gigasiemens,susceptance,POSC,GS,GS,S,0,1000000000,1,0
giga standard cubic metres 15C,standard volume,POSC,Gsm3,GS,scm(15C),0,1000000000,1,0
gigawatt,power,POSC,GW,GW,W,0,1000000000,1,0
gigawatt,heat flow rate,POSC,GW,GW,W,0,1000000000,1,0
gigawatt hour,energy,POSC,GW.h,GW.h,J,0,3.6E+12,1,0
gigawatt hour,work,POSC,GW.h,GW.h,J,0,3.6E+12,1,0
hour,time,POSC,h,h,s,0,3600,1,0
hours/cubic foot,time per volume,POSC,h/ft3,h/ft3,s/m3,0,3600,0.028316846592,0
hour per thousand foot,time per length,POSC,h/kft,h/ft3,s/m,0,3600,304.8,0
hour per kilometer,time per length,POSC,h/km,h/km,s/m,0,3.Haz,1,0
hour per cubic meter,time per volume,POSC,h/m3,h/m3,s/m3,0,3600,1,0
hectare,area,POSC,ha,ha,m2,0,10000,1,0
hectare metres,volume,POSC,ha.m,ha.m,m3,0,10000,1,0
hectobar,force per area,POSC,hbar,hbar,Pa,0,10000000,1,0
hectobar,pressure,POSC,hbar,hbar,Pa,0,10000000,1,0
hydraulic horsepower,power,POSC,hhp,hhp,W,0,746.043,1,0
(hydraulic) horsepower per square inch,density of heat flow rate,POSC,hhp/in2,hhp/in2,W/m2,0,746.043,0.00064516,0
(hydraulic) horsepower per square inch,poynting vector,POSC,hhp/in2,hhp/in2,W/m2,0,746.043,0.00064516,0
(hydraulic) horsepower per square inch,radiant energy,POSC,hhp/in2,hhp/in2,W/m2,0,746.043,0.00064516,0
(hydraulic) horsepower per square inch,fluence rate,POSC,hhp/in2,hhp/in2,W/m2,0,746.043,0.00064516,0
(hydraulic) horsepower per square inch,radiant exitance,POSC,hhp/in2,hhp/in2,W/m2,0,746.043,0.00064516,0
(hydraulic) horsepower per square inch,irradiance,POSC,hhp/in2,hhp/in2,W/m2,0,746.043,0.00064516,0
(hydraulic) horsepower per square inch,sound intensity,POSC,hhp/in2,hhp/in2,W/m2,0,746.043,0.00064516,0
(hydraulic) horsepower per square inch,energy fluence rate,POSC,hhp/in2,hhp/in2,W/m2,0,746.043,0.00064516,0
hectoliter,volume,POSC,hL,hL,m3,0,0.1,1,0
horsepower,power,POSC,hp,hp,W,0,7.456.999,1,0
horsepower hour,energy,POSC,hp.hr,hp.h,J,0,2684520,1,0
horsepower hour,work,POSC,hp.hr,hp.h,J,0,2684520,1,0
horsepower hours/barrel,normal stress,POSC,hp.hr/bbl,hp.h/bbl,J/m3,0,2684520,0.1589873,0
horsepower hours/barrel,shear stress,POSC,hp.hr/bbl,hp.h/bbl,J/m3,0,2684520,0.1589873,0
horsepower hours/barrel,modulus of elasticity,POSC,hp.hr/bbl,hp.h/bbl,J/m3,0,2684520,0.1589873,0
horsepower hours/barrel,shear modulus,POSC,hp.hr/bbl,hp.h/bbl,J/m3,0,2684520,0.1589873,0
horsepower hours/barrel,modulus of rigidity,POSC,hp.hr/bbl,hp.h/bbl,J/m3,0,2684520,0.1589873,0
horsepower hours/barrel,bulk modulus,POSC,hp.hr/bbl,hp.h/bbl,J/m3,0,2684520,0.1589873,0
horsepower hours/barrel,modulus of compression,POSC,hp.hr/bbl,hp.h/bbl,J/m3,0,2684520,0.1589873,0
horsepower hours/barrel,electromagnetic energy density,POSC,hp.hr/bbl,hp.h/bbl,J/m3,0,2684520,0.1589873,0
horsepower hours/barrel,radiant energy density,POSC,hp.hr/bbl,hp.h/bbl,J/m3,0,2684520,0.1589873,0
horsepower hours/pound mass,specific energy,POSC,hp.hr/lbm,hp.h/lbm,J/kg,0,2684520,0.4535924,0
horsepower/cubic foot,power per volume,POSC,hp/ft3,hp/ft3,W/m3,0,26334.14,1,0
horsepower per square inch,density of heat flow rate,POSC,hp/in2,hp/in2,W/m2,0,7.456.999,0.00064516,0
horsepower per square inch,poynting vector,POSC,hp/in2,hp/in2,W/m2,0,7.456.999,0.00064516,0
horsepower per square inch,radiant energy,POSC,hp/in2,hp/in2,W/m2,0,7.456.999,0.00064516,0
horsepower per square inch,fluence rate,POSC,hp/in2,hp/in2,W/m2,0,7.456.999,0.00064516,0
horsepower per square inch,radiant exitance,POSC,hp/in2,hp/in2,W/m2,0,7.456.999,0.00064516,0
horsepower per square inch,irradiance,POSC,hp/in2,hp/in2,W/m2,0,7.456.999,0.00064516,0
horsepower per square inch,sound intensity,POSC,hp/in2,hp/in2,W/m2,0,7.456.999,0.00064516,0
horsepower per square inch,energy fluence rate,POSC,hp/in2,hp/in2,W/m2,0,7.456.999,0.00064516,0
hundred seconds,time,POSC,hs,hp/in2,s,0,100,1,0
inch,length,POSC,in,in,m,0,0.0254,1,0
inch,breadth,POSC,in,in,m,0,0.0254,1,0
inch,height,POSC,in,in,m,0,0.0254,1,0
inch,thickness,POSC,in,in,m,0,0.0254,1,0
inch,radius,POSC,in,in,m,0,0.0254,1,0
inch,radius of curvature,POSC,in,in,m,0,0.0254,1,0
inch,Cartesian coordinates,POSC,in,in,m,0,0.0254,1,0
inch,diameter,POSC,in,in,m,0,0.0254,1,0
inch,length of path,POSC,in,in,m,0,0.0254,1,0
inch,distance,POSC,in,in,m,0,0.0254,1,0
inch,wavelength,POSC,in,in,m,0,0.0254,1,0
inch,mean free path,POSC,in,in,m,0,0.0254,1,0
tenth of an inch,length,POSC,in/10,in,m,0,0.00254,1,0
tenth of an inch,breadth,POSC,in/10,in,m,0,0.00254,1,0
tenth of an inch,height,POSC,in/10,in,m,0,0.00254,1,0
tenth of an inch,thickness,POSC,in/10,in,m,0,0.00254,1,0
tenth of an inch,radius,POSC,in/10,in,m,0,0.00254,1,0
tenth of an inch,radius of curvature,POSC,in/10,in,m,0,0.00254,1,0
tenth of an inch,Cartesian coordinates,POSC,in/10,in,m,0,0.00254,1,0
tenth of an inch,diameter,POSC,in/10,in,m,0,0.00254,1,0
16th of an inch,length,POSC,in/16,1/16 in,m,0,0.0015875,1,0
16th of an inch,breadth,POSC,in/16,1/16 in,m,0,0.0015875,1,0
16th of an inch,height,POSC,in/16,1/16 in,m,0,0.0015875,1,0
16th of an inch,thickness,POSC,in/16,1/16 in,m,0,0.0015875,1,0
